category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Action Games,"11 Dec, 2023",HEDGEWIZARDS,Pogo3D,"win,linux",320 руб.,Very Positive,101,"Precision,Platformer,3D,Platformer,Asynchronous,Multiplayer,Parkour,Racing,Platformer,Cute,Comedy,3D,Third,Person,Action,Funny,Linear,Cartoony,Family,Friendly,Adventure,Physics,Cartoon,Singleplayer,Character,Customization"
Action Games/Piko Interactive Franchise,"1 May, 2001",Shin'en MultimediaPiko Interactive,Iridion 3D,win,299 руб.,Positive,13,"Action,Shoot,'Em,Up,Retro,Space,Cult,Classic,On-Rails,Shooter,Arcade,Sci-fi,Great,Soundtrack,Futuristic,Controller"
Action Games,"22 Apr, 2024",Thomas K. Young,Dadish 3D,win,550 руб.,Very Positive,73,"3D,Platformer,Puzzle,Platformer,Platformer,3D,Cute,Third,Person,Action,Funny,Controller,Cartoony,Colorful,Pixel,Graphics,Adventure,Stylized,Cartoon,1990's,Retro,Singleplayer,Indie"
Simulation Games,"30 Nov, 2017",Khor Chin Heong,Disassembly 3D,win,515 руб.,Very Positive,293,"Simulation,Indie,Realistic,Destruction,Physics,Puzzle,Sandbox,Action,Building,Hidden,Object,Shooter,Bullet,Hell,Flight,Shoot,'Em,Up,3D,Relaxing,Transportation,Bullet,Time,Driving,Vehicular,Combat"
Action Games,"5 Nov, 2014",Novalink,BLOCKADE 3D,win,Free to Play,Mixed,25577,"Free,to,Play,Shooter,Multiplayer,FPS,Action,Building,Zombies,Early,Access,Pixel,Graphics,Online,Co-Op,Survival,Sandbox,Co-op,3D,Vision,Massively,Multiplayer,Funny,Adventure,Open,World,Casual,Controller"
Action Games/Nuntius Games Franchise,"18 Mar, 2025",BitLife,Sapo 3D,"win,mac",125 руб.,Very Positive,55,"3D,Platformer,1990's,3D,Vision,3D,Retro,Cute,Old,School,Pixel,Graphics,Nature,Adventure,Colorful,Linear,Casual,Collectathon,Singleplayer,Platformer,Family,Friendly,Indie,Stylized,Cats"
Indie Games,Coming soon,tiotizo.com,Ahorcado 3D - Hangedman 3D,win,None,,,"Casual,Word,Game,Spelling,3D,Atmospheric,Text-Based,Local,Multiplayer,Indie,Singleplayer,Board,Game"
Animation & Modeling,"7 May, 2015",Alex Hanson-White,Crocotile 3D,"win,mac,linux",1100 руб.,Very Positive,182,"Animation,&,Modeling,Design,&,Illustration,Pixel,Graphics,3D,Software,Level,Editor,Game,Development,Retro,Building,Indie,Character,Customization"
Action Games/Siactro Franchise,"9 Apr, 2021",Siactro,Toree 3D,win,42 руб.,Overwhelmingly Positive,1371,"3D,Platformer,Platformer,Cute,3D,Horror,Colorful,Exploration,Precision,Platformer,Action-Adventure,3D,Vision,Third,Person,Psychological,Horror,Surreal,Controller,Action,Linear,Cartoony,Anime,Pixel,Graphics,Stylized"
Indie Games/sokpop Franchise,"7 Oct, 2020",Sokpop Collective,Fishy 3D,"win,mac",125 руб.,Very Positive,68,"Adventure,Puzzle,Exploration,Open,World,Collectathon,3D,Colorful,Nature,Family,Friendly,Cute,Atmospheric,3D,Platformer,Funny,Relaxing,Underwater,Nonlinear,Physics,Singleplayer,Action,Controller"
Game Development,"11 Mar, 2025",Adobe,Substance 3D Painter 2025,"win,mac,linux",6500 руб.,Mostly Positive,40,"Design,&,Illustration,Animation,&,Modeling,Game,Development"
Indie Games,"6 Nov, 2019",Oblom studio,D3D INSIDE,win,200 руб.,Positive,44,"Action,Adventure,Indie,Shooter,Minimalist,Singleplayer,First-Person,Retro,Casual,FPS"
Action Games,"2 Apr, 2024",Cubic Games Studio,Pixel Gun 3D: PC Edition,"win,mac",Free To Play,Mixed,37902,"PvP,Pixel,Graphics,Multiplayer,Shooter,FPS,Action,Character,Customization,Combat,First-Person,Battle,Royale,Arena,Shooter,Singleplayer,Third-Person,Shooter,Hero,Shooter,Adventure,Sniper,Lore-Rich,Colorful,Free,to,Play,Voxel"
Action Games,"7 Mar, 2025","Mika Mobile, Inc.",Zombieville USA 3D,win,385 руб.,Overwhelmingly Positive,1606,"Arcade,Action,Top-Down,Shooter,Action,Roguelike,Shooter,Roguelite,Co-op,Zombies,Isometric,Old,School,Funny,PvE,Character,Customization,3D,Dark,Humor,Casual,Cartoony,Stylized,Comedy,Controller"
Animation & Modeling,"4 Dec, 2017",Live2D Inc.,Live2D VR Girls,win,Free,Very Positive,166,"VR,Animation,&,Modeling,Sexual,Content,Anime,Nudity,Psychological,Horror"
Adventure Games,"19 Feb, 2019",Indiecode Games,BAD BILLY 2D VR,win,Free To Play,Mixed,11,"Casual,Indie,Adventure,Free,to,Play,VR"
Free To Play Games/Atari Franchise,"1 Aug, 2012",Ronimo Games,Awesomenauts - the 2D moba,"win,mac,linux",Free To Play,Very Positive,26725,"MOBA,Multiplayer,2D,Platformer,Action,Indie,Local,Co-Op,Co-op,Great,Soundtrack,Strategy,Free,to,Play,Controller,Local,Multiplayer,Sci-fi,Online,Co-Op,Competitive,Space,Side,Scroller,Cartoon,Funny"
Simulation Games,"1 Dec, 2020",Daniel Viktorin,Subway Train Simulator 2D,win,99 руб.,Positive,23,"Simulation,Trains,Driving,Transportation,Exploration,Score,Attack,Top-Down,Pixel,Graphics,Colorful,Underground,Underwater,Management,Economy,Racing,2D,Linear,Minimalist,Singleplayer,Modern,Realistic"
Captain Coffer 2D/Downloadable Content,"7 Apr, 2021",Oobeye Masterminds,Captain Coffer 2D Soundtrack,"win,mac",Free,Positive,14,
Action Games,"19 Jan, 2018",NCC MooreSteve McRae,Super Steampunk Pinball 2D,"win,mac,linux",61 руб.,Positive,23,"Action,Casual,Pinball,Indie"
Action Games,"19 Jan, 2024",Satoru Kawaguchi,TAKEUMA 2D,win,125 руб.,,,"Action,Adventure,Action-Adventure,2D,Platformer,Exploration,Side,Scroller,Pixel,Graphics,Fantasy,Retro,Indie,Nature,PvE,Singleplayer,2D"
Action Games,"1 Jun, 2024",Daniel Martínez Martínez-Pardo,SUBMARINES 2D,win,320 руб.,3 user reviews,3,"Submarine,Wargame,World,War,II,Funny,Arcade,Underwater,Action-Adventure,Naval,Combat,Combat,Racing,Combat,Action,Historical,Military,Destruction,Adventure,Survival,Racing,Singleplayer,1990's,Strategy"
Indie Games,"13 Aug, 2018",Jacob Francis,Silentium 2D,win,Free To Play,4 user reviews,4,"Indie,Action,Free,to,Play"
Action Games,"6 Jul, 2022",Kyvati Studios,Blockhead 2D,win,280 руб.,1 user reviews,1,"Casual,Local,Multiplayer,Multiplayer,Beat,'em,up,4,Player,Local,Split,Screen,Singleplayer,Precision,Platformer,Battle,Royale,Action,Controller,Side,Scroller,PvP,Pixel,Graphics,2D,Platformer,Platformer,Indie,2D,Violent,Funny"
Indie Games,"20 Dec, 2020",Łukasz Marciniak,2D Owen,win,61 руб.,2 user reviews,2,"Action,Platformer,Shooter,Arcade,2D,Platformer,Side,Scroller,Colorful,Cartoony,Retro,Indie,Linear,Singleplayer,2D"
Indie Games,December 2025,Gabriel Echevarria,Future Weapon 2D,win,None,,,"Action,Strategy,Action-Adventure,Space,Sim,Split,Screen,Collectathon,Exploration,Top-Down,Shooter,2D,Cute,Pixel,Graphics,Top-Down,Aliens,Atmospheric,Comedy,Crafting,Funny,Futuristic,Sci-fi,Space"
Action Games,"5 Sep, 2025",Bitmap Bureau,Terminator 2D: NO FATE,"win,mac,linux",None,,,"Side,Scroller,2D,Platformer,Pixel,Graphics,Action,Arcade,Shooter,1990's,Combat,Retro,Boss,Rush,Fast-Paced,Controller,2D,Platformer,Singleplayer,Multiple,Endings,Female,Protagonist,Nostalgia"
Indie Games,Coming soon,Dominik SzopaErik Konarzewski,Rocket Jumper 2D,win,None,,,"Casual,Platformer,2D,Platformer,2D,Linear,Singleplayer,Racing,Indie"
Indie Games,To be announced,wriks,Cunning Gauntlet 2D,win,None,,,"Surreal,Psychedelic,Flight,Arcade,2D,Action-Adventure,Perma,Death,Roguelike,Racing,Exploration,Gambling,Combat,Racing,2D,Platformer,Collectathon,Puzzle,Platformer,Puzzle,Platformer,Nonlinear,Open,World,Atmospheric"
Action Games,"2 Oct, 2023",Teelur Games,HordeFighter 2D,win,Free To Play,Mixed,22,"Early,Access,Action,Action,Roguelike,Arcade,Pixel,Graphics,Roguelike,Survival,Singleplayer,2D,2D,Fighter,Top-Down,Post-apocalyptic,PvE,Fantasy,Zombies,Nature,Medieval,Dark,Retro,Combat"
Indie Games,"5 Aug, 2019",peevasseeq games,SAMOSBOR 2D,win,30 руб.,Mostly Negative,12,"Action,Indie"
Sports Games,"4 May, 2021",Largemann,2D Baseball Duel,win,125 руб.,Mostly Positive,13,"Sports,Baseball,Local,Multiplayer,Physics,Arcade,Indie,Minimalist,2D,Multiplayer,Retro,Pixel,Graphics,Family,Friendly,eSports,Action,Relaxing,2D,Fighter,Abstract,Old,School,Stylized,Tactical"
Action Games/Interplay Games Franchise,"31 Oct, 1999",VIS Interactive,Earthworm Jim 3D,win,419 руб.,Mixed,109,"Adventure,Action,Platformer,3D,Platformer,Classic,Singleplayer"
RPG Games,"5 Nov, 2023",Definya: 2D MMORPG Online,Definya 2D MMORPG,win,Free To Play,Mixed,60,"Early,Access,Action,Roguelike,Exploration,Tactical,RPG,Dungeon,Crawler,PvE,PvP,Action,RPG,MMORPG,RPG,2D,Choices,Matter,Open,World,Pixel,Graphics,Magic,Medieval,Trading,Crafting,Old,School,Retro"
Indie Games,"23 Jul, 2021",Kaizaki,Sur 2D Horror,win,240 руб.,Mixed,18,"Adventure,Survival,Horror,Psychological,Horror,Horror,Story,Rich,Dark,Stealth,Action-Adventure,Combat,Difficult,Gothic,Exploration,2D,Action,Pixel,Graphics,Atmospheric,Survival,Singleplayer,Indie,RPGMaker"
Simulation Games,Coming soon,Perhapsa LLC,3D Life,win,None,,,"VR,Exploration,Casual,Education,Sandbox,3D,Simulation,Voxel,Relaxing,Abstract,Colorful,Family,Friendly,6DOF,Retro,Singleplayer,Experimental,Indie,Real-Time,with,Pause"
Adventure Games,To be announced,kaptivWareSteven Trout,Tichi3D,win,None,,,"Casual,Adventure,3D,Platformer,Platformer,3D,Colorful,Singleplayer,Cute,Stylized,Indie,Third,Person,Old,School,Linear,Cartoony,Pixel,Graphics,Family,Friendly,Female,Protagonist"
Action Games,Coming soon,Ms. Basilisk,Spoopcore 3D,"win,linux",None,,,"Action,Shooter,Boomer,Shooter,Cartoony,Colorful,First-Person,Comedy,Horror,LGBTQ+,Parkour,Retro,Sci-fi,Combat,Controller,Nonlinear,Singleplayer,3D,3D,Platformer,FPS,Adventure"
Free To Play Games,Coming soon,Stumpy Dog Studios,Fugitive 3D,"win,mac,linux",None,,,"Action,Casual,FPS,First-Person,VR,1990's,6DOF,PvP,Free,to,Play,Team-Based,Multiplayer,3D"
Simulation Games,To be announced,Kaan Özgül,Iskhaar3D,win,None,,,"Exploration,Twin,Stick,Shooter,Action,Sandbox,Simulation,Space,Economy,Trading,Space,Sim,Action,RPG,Isometric,RPG,Sci-fi,Loot,Inventory,Management,Singleplayer"
Casual Games,"8 Mar, 2021",Crew Lab,Oik 3D,win,None,,,"LEGO,Family,Friendly,Casual,Hand-drawn,Pinball,Voxel,Relaxing,Puzzle,Minimalist,Colorful,Singleplayer,Abstract,Indie,Physics,Solitaire,Chess,City,Builder,Stylized,Top-Down,3D"
Sports Games/Unusualsoft Franchise,"8 Sep, 2017",Unusualsoft,Ball 2D: Soccer Online,"win,mac",42 руб.,Mostly Positive,156,"Sports,Football,(Soccer),PvP,eSports,Multiplayer,Simulation,Arcade,Immersive,Online,Co-Op,Team-Based,Real,Time,Tactics,Character,Customization,Competitive,Hockey,Fast-Paced,Co-op,Colorful,Stylized,Action,Difficult"
Massively Multiplayer Games,"28 Oct, 2022","Artix Entertainment, LLC",AdventureQuest 3D,"win,mac",Free To Play,Very Positive,9258,"MMORPG,Exploration,Hack,and,Slash,PvE,Parkour,PvP,3D,Action,RPG,Action-Adventure,RPG,Character,Customization,Third,Person,Dragons,Funny,Open,World,Story,Rich,Fantasy,Casual,Anime,Action"
Animation & Modeling,To be announced,JayyStudio,Terrain3D,win,None,,,"Casual,Animation,&,Modeling,Design,&,Illustration,Utilities,Building,Sandbox,3D,Software,Tabletop"
Casual Games,Coming soon,GotW Studio,Plumber 3D,"win,linux",None,,,"Adventure,Indie,Casual,Simulation"
Simulation Games,"30 Jan, 2015",Anuman Interactive / MicroidsKoalabs,Home Design 3D,"win,mac",249 руб.,Mostly Positive,2141,"Simulation,Design,&,Illustration,Building,Software"
Free To Play Games,"1 Nov, 2024",Dank Mememachine,Banana 3D,win,Free To Play,Mixed,37,"Casual,Point,&,Click,Idler,3D,Capitalism,Economy,Free,to,Play,Character,Customization,Trading,Inventory,Management,Singleplayer,Clicker"
Action Games,2025,Rowye,Darkenstein 3D,win,None,,,"FPS,Action,Shooter,Perma,Death,First-Person,Conversation,Military,Zombies,Retro,Violent,Aliens,Combat,Singleplayer"
Education,"28 Jun, 2019",Medis Media,3D Organon,"win,mac",Free To Play,Mixed,117,"Simulation,Education,VR,Medical,Sim"
Indie Games,"13 Jan, 2023",Sandra Moen,Terfenstein 3D,win,200 руб.,Mostly Positive,66,"FPS,Retro,Action,1990's,Old,School,Casual,Shooter,Pixel,Graphics,Dystopian,Female,Protagonist,First-Person,Post-apocalyptic,3D,2D,Dark,Fantasy,Dark,Humor,Sci-fi,War,Linear,Singleplayer"
Indie Games,"25 Jun, 2022",3D Joys,3D Joys,win,Free To Play,Mostly Positive,18,"Casual,Strategy,Point,&,Click,Rhythm,VR,Controller,Early,Access,Indie,3D"
Action Games/Feardemic Franchise,"28 Oct, 2020",Unfinished Games,Cathedral 3-D,"win,mac,linux",Free To Play,Mixed,111,"First-Person,Violent,FPS,3D,1990's,Retro,Demons,Old,School,Shooter,Singleplayer,Sci-fi,Fast-Paced,Difficult,Horror,Bullet,Hell,Arcade,Action,Fantasy,Pixel,Graphics,Gothic"
Action Games,"2 Mar, 2022",Mike Bushell,ARENA 3D,win,82 руб.,Positive,36,"Action,Indie,Casual,Multiplayer,Arcade,Music,Online,Co-Op"
Simulation Games,"6 Dec, 2016",bumblebee,3D Chess,"win,mac,linux",133 руб.,Mixed,123,"Strategy,Casual,Simulation,Sports,Tabletop,Chess,Board,Game,Family,Friendly,Logic,2D,Fighter,Anime,PvP,Multiplayer,Singleplayer,Controller,Music,Psychological,Horror,Survival,War,Horror"
Action Games,"23 Oct, 2018",Blueshift Media,DEFENDER 3D,win,175 руб.,Positive,11,"Action,Casual,Indie,Strategy"
Simulation Games,"17 Jun, 2016",Z-Software GmbH,3D Pool,win,280 руб.,Mixed,41,"Sports,Casual,Simulation,Pool,3D,Arcade,First-Person,Split,Screen,Family,Friendly,Physics,PvP,Free,to,Play,Multiplayer,Singleplayer,Local,Multiplayer,Snooker,Open,World,Choose,Your,Own,Adventure"
Indie Games,"16 Dec, 2022",King Of Karma,Meteorites 3D,win,280 руб.,Positive,12,"Arena,Shooter,Bullet,Hell,Space,Sim,Arcade,3D,Controller,Action,Linear,Casual,Procedural,Generation,Cartoony,Pixel,Graphics,Stylized,Space,Survival,Physics,Cartoon,1980s,Retro,Singleplayer"
Massively Multiplayer Games,"1 Feb, 2020",Celtos,Rebornia - MMORPG 2D,"win,linux",Free To Play,Mostly Positive,149,"Choose,Your,Own,Adventure,Dungeon,Crawler,PvP,PvE,Strategy,RPG,Party-Based,RPG,2D,Fighter,MMORPG,RPG,2D,Cute,Isometric,Top-Down,Post-apocalyptic,Horror,Dragons,Open,World,Colorful,Pixel,Graphics,Fantasy"
Action Games/HandyGames Franchise,"23 Oct, 2015",Kasaa Solution,Giana Sisters 2D,win,640 руб.,Mixed,224,"Indie,Platformer,Action,Female,Protagonist,Retro,Classic,2D,Singleplayer"
Indie Games,"18 Dec, 2020",High Level,Missing Features: 2D,win,61 руб.,Positive,11,"2D,Platformer,Platformer,2D,Cute,Controller,Linear,Pixel,Graphics,Family,Friendly,Game,Development,Programming,Adventure,Retro,Old,School,1990's,Singleplayer,Indie"
Simulation Games,"3 Aug, 2015",khos85,3D Paraglider,"win,mac,linux",Free To Play,Mixed,61,"Simulation,Action,Sports"
Action Games,"20 Apr, 2017",4Fufelz,Green Elephant 2D,win,None,Very Positive,281,"Early,Access,Action,Indie,Adventure,Violent,Memes,2D,Platformer,Psychological,Horror,Story,Rich,Difficult,Atmospheric,Great,Soundtrack"
Adventure Games/Nifedow Games Franchise,"5 Feb, 2019",Nifedow Games,SmartyTale 2D,win,82 руб.,Very Positive,53,"Indie,Action,Adventure,2D,Pixel,Graphics"
Indie Games,"15 Dec, 2019",Poolians.com,Pool 2D - Poolians,win,Free To Play,Very Positive,9348,"Free,to,Play,Pool,Multiplayer,Sports,Simulation,Massively,Multiplayer,Casual,Indie,Bowling,eSports,Co-op,Singleplayer,Tabletop,Board,Game,3D,Funny,PvP,2D,Psychological,Horror,Local,Co-Op"
Sports Games,"4 Jul, 2012",MDickie,Wrestling Revolution 2D,win,129 руб.,Very Positive,76,"Wrestling,Simulation,Sports,Indie,Cartoony,2D,Fighter,Character,Customization,Management,Choices,Matter,RPG,Action,Action,RPG,Beat,'em,up,2D,Immersive,Sim,Colorful,Comic,Book,Retro,Martial,Arts,Singleplayer"
Indie Games,"8 Sep, 2017",Laush Dmitriy Sergeevich,2D Neon Cube,win,165 руб.,Mixed,165,"Side,Scroller,2D,Platformer,Puzzle,Platformer,Difficult,Casual,Platformer,2D,Space,Sim,Survival,Relaxing,Action,Puzzle,Pixel,Graphics,Stylized,Atmospheric,Retro,Singleplayer,Indie,NSFW"
Racing Games,"24 May, 2018",Applimazing,Ultimate Racing 2D,"win,mac,linux",80 руб.,Very Positive,504,"Racing,Simulation,Sports,Indie,Automobile,Sim,Top-Down,2D,Action,Casual,Multiplayer,Design,&,Illustration,Singleplayer,Arcade,Retro,Combat,Racing,Controller,Remake,4,Player,Local,Local,Multiplayer,Co-op"
Racing Games,"11 Sep, 2023",Applimazing,Ultimate Racing 2D 2,"win,mac,linux",124 руб.,Very Positive,362,"Racing,Top-Down,2D,Indie,Retro,Multiplayer,Local,Multiplayer,Arcade,Automobile,Sim,Simulation,Crafting,Combat,Racing,Sports,Driving,1990's,Split,Screen,Singleplayer,Controller,Asynchronous,Multiplayer,Vehicular,Combat"
Indie Games/RewindApp Franchise,"17 Oct, 2017",RewindApp,Golf 2D,win,82 руб.,Mixed,35,"Indie,Casual,Golf,2D"
Action Games,"29 Sep, 2016",MahhaonArt-ArcadeSun Pixel,Merger 3D,win,125 руб.,Mixed,77,"Action,Indie,FPS,Pixel,Graphics,Retro,First-Person"
Adventure Games,"12 May, 2024",Lycke04,2D?!,win,350 руб.,3 user reviews,3,"Early,Access,Open,World,Survival,Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel,Graphics,Crafting,Building,Exploration,Co-op,Open,World,Online,Co-Op,Indie,Action,RPG,Singleplayer,Replay,Value,Platformer"
RPG Games,"1 Jul, 2024",Teenyplx,Incursion2D,win,Free To Play,Mostly Positive,17,"Action,RPG,2D,Fighter,Action,RPG,Dungeon,Crawler,Hack,and,Slash,Real,Time,Tactics,2.5D,2D,Pixel,Graphics,Early,Access,Adventure,Indie,Dark,Fantasy,Fantasy,Medieval,Singleplayer,Action-Adventure,Top-Down,PvE"
Simulation Games,"13 Feb, 2018",PS Games,Marble Run 2D,"win,mac",240 руб.,Mostly Positive,16,"Side,Scroller,3D,Platformer,Puzzle,Platformer,FPS,Physics,Platformer,2D,Puzzle,Simulation,Colorful,Logic,Level,Editor,Retro,Singleplayer,Indie,Free,to,Play,Multiplayer,Local,Multiplayer,Nudity"
Indie Games,"28 Mar, 2016",Matthew Coyle,Space Drifters 2D,"win,mac,linux",29 руб.,Mostly Positive,18,"Indie,2D,Space"
Simulation Games,"1 May, 2019",2Dio,2D Paintball,win,"""Better than a demo!"" 2D Paintball - Online | Full F2P Multiplayer!",Positive,10,"Action,Indie,Sports,Simulation,Strategy,Early,Access,2D"
Animation & Modeling,"5 Jan, 2023",PixelWorkshop,Px2d,win,42 руб.,Positive,11,"Software,Utilities,2D,Animation,&,Modeling,Pixel,Graphics"
Design & Illustration,"10 Jun, 2018",Brainchild,Space2D,win,710 руб.,Mostly Positive,16,"Design,&,Illustration,Animation,&,Modeling,Level,Editor,Space,Sim,Space,Visual,Novel,2D"
Action Games,"1 May, 2023",tetrahydrofurangaijinfeima,2D Dogfight,win,200 руб.,Positive,23,"Flight,Wargame,Bullet,Hell,Military,Cold,War,Jet,Physics,Action,Simulation,Shooter,2D,Anime,Cartoony,Minimalist,Modern,Indie,Casual,Combat,Singleplayer,Strategy"
Utilities,"11 Sep, 2018",SBSoftLab,fpsVR,win,165 руб.,Overwhelmingly Positive,2116,"Indie,VR,Utilities,Software,Benchmark,Hardware,FPS"
Action Games,"24 Dec, 2004",Unreal Software,CS2D,"win,linux",Free To Play,Very Positive,9915,"Free,to,Play,2D,Shooter,Multiplayer,Action,Top-Down,Shooter,Casual,Indie,Top-Down,Zombies,FPS,Funny,Gore,Singleplayer,Pixel,Graphics,Survival,Strategy,Co-op,2D,Fighter,Competitive"
Action Games,"15 Oct, 2024",HFRK.,VR Sailing,win,200 руб.,Very Positive,102,"Racing,Simulation,Sailing,Sports,Action,Casual,VR,Immersive,Sim,Action-Adventure,Action,Roguelike,Indie,3D,Vision,Transportation,Driving,Singleplayer,6DOF,Physics,Asymmetric,VR"
Simulation Games,"12 Jul, 2022",Better Than Life,Kayak VR: Mirage,win,320 руб.,Very Positive,897,"VR,Racing,Realistic,Simulation,Immersive,Sim,Nature,Physics,Relaxing,Arcade,Score,Attack,Exploration,Casual,Indie,Sports,Asynchronous,Multiplayer,Adventure,Linear,6DOF,Singleplayer,Multiplayer"
Action Games,"14 Jun, 2023",Risa Interactive,VR Giants,win,710 руб.,Very Positive,144,"VR,Indie,Local,Co-Op,Co-op,3D,Platformer,Puzzle,Platformer,Physics,Local,Multiplayer,Platformer,Co-op,Campaign,Multiplayer,Asymmetric,VR,Puzzle,Online,Co-Op,Family,Friendly,Action,Funny,Early,Access,Adventure"
Simulation Games/Big Cheese Studio Franchise,"29 Jul, 2021",GameBoom VR,Cooking Simulator VR,win,465 руб.,Very Positive,1305,"Simulation,VR,Casual,Cooking,Physics,Singleplayer,3D,Realistic,Sandbox,Immersive,Sim,Psychological,Horror,Family,Friendly,Relaxing,Management,Multiplayer,First-Person,Funny,Replay,Value,Action,Economy"
