category,date,developer,name,platforms,price,rate,reviews_numbers,tags
RPG Games,"21 May, 2021",Boom Team,Retro Racer,win,"4,49zł",Mixed,24,"Racing,Casual,1980s,Automobile,Sim,Retro,Adventure,RPG,Simulation,Action,Indie,Old,School,Arcade,Driving,Cyberpunk,Auto,Battler,Stylized,Relaxing,Vehicular,Combat,Combat,Racing,Singleplayer"
Indie Games/Meng Games Franchise,"12 Aug, 2020",Meng Games,Retro Drift,win,"4,49zł",Mixed,42,"Racing,Sports,Indie,Casual,Simulation,Driving,Arcade,Retro,Competitive,Controller,Difficult,Minimalist,Singleplayer,Colorful,Replay,Value,Top-Down,Relaxing,Third,Person,Fast-Paced,Automobile,Sim"
Simulation Games,"13 Aug, 2018",Matthew Diaz,Retro Hacker,win,"35,99zł",Positive,26,"Simulation,Text-Based,Hacking,Indie,Interactive,Fiction,Time,Management,Psychological,Horror,Choices,Matter,Singleplayer,Early,Access,Sexual,Content"
Indie Games,"5 Feb, 2019",Obulum,Retro Vision,win,"14,49zł",Positive,12,"Indie,Arcade,Music,Casual,Score,Attack,1980s,Music-Based,Procedural,Generation,Addictive,Colorful,Relaxing,Fast-Paced,Great,Soundtrack"
Casual Games,"22 Nov, 2019",DavideJ,RetroVamp,win,"25,49zł",Positive,11,"Indie,Casual"
Racing Games,"25 Oct, 2024",Phantom Playworks,Retro Rally,win,"8,99zł",Mixed,25,"Simulation,Automobile,Sim,FPS,Racing,Third-Person,Shooter,3D,3D,Vision,First-Person,Cinematic,Third,Person,Family,Friendly,America,Indie,Casual,Open,World,Physics,Singleplayer"
Action Games,"30 Jun, 2020",Madirex,Retro War,win,Free,Positive,26,"Action,Strategy,Action-Adventure,Wargame,2D,Sci-fi,Retro,Free,to,Play,Indie,Singleplayer,Quick-Time,Events"
Strategy Games,"24 Nov, 2023",Noble Master LLC,Retro Commander,"win,mac,linux",Free To Play,Mostly Positive,306,"Strategy,RTS,Base,Building,Wargame,Multiplayer,Real,Time,Tactics,2.5D,Isometric,Futuristic,Alternate,History,Mechs,Tanks,Vehicular,Combat,Naval,Combat,Submarine,PvP,Team-Based,Top-Down,Third,Person,Tutorial"
Indie Games,"20 Mar, 2013",24 Caret Games,Retro/Grade,win,"35,99zł",Very Positive,224,"Indie,Action,Rhythm,Music,Shoot,'Em,Up,Sci-fi,Retro,Great,Soundtrack,Arcade,Singleplayer"
Simulation Games,"1 Feb, 2017",Gear Worx Productions,Retro Pinball,"win,mac,linux","17,99zł",Mostly Positive,17,"Simulation,Indie,Casual,Pinball"
Action Games,"28 Oct, 2023",Zack Sima,Retro Combat,"win,mac",Free,Very Positive,90,"Action,Casual,3D,Fighter,Arcade,FPS,Third-Person,Shooter,3D,First-Person,Third,Person,Historical,Military,PvP,PvE,Co-op,Multiplayer,Online,Co-Op,Singleplayer,Combat"
Simulation Games,"14 Dec, 2016",BYCODEC TEKNOLOJI LTD,Retro Parking,"win,mac","8,99zł",Very Positive,54,"Indie,Simulation,Strategy,Racing"
Adventure Games,"12 May, 2021",Orbit Studio,Retro Machina,win,"19,49zł",Very Positive,178,"Singleplayer,Action,Indie,Colorful,Emotional,Fantasy,Puzzle,Adventure,RPG,Exploration,Action-Adventure,Puzzle,Platformer,Metroidvania,Story,Rich,2D,Hand-drawn,Dark,Robots,Platformer,Post-apocalyptic"
Free To Play Games,"26 May, 2010",Libretro,RetroArch,"win,mac,linux",Free,Very Positive,7951,"Free,to,Play,Retro,Software,Arcade,Singleplayer,Classic,Multiplayer,Local,Multiplayer,Simulation,Old,School,1990's,Pixel,Graphics,2D,Co-op,1980s,Utilities,Controller,Adventure,RPG,Souls-like"
Indie Games,"21 May, 2018",Durven StudiosBrazMonkey Studio,RetroMaze,win,"5,00zł",Overwhelmingly Positive,1338,"Casual,Indie,Retro,Puzzle,2D,Relaxing,Singleplayer,Difficult,1980s,Arcade,Education,Top-Down,Colorful,Stylized,Dystopian,Aliens,1990's,Logic,Family,Friendly,Soundtrack"
Simulation Games,"30 Nov, 2022",Licorice ehfStudio Evil,Retro Gadgets,win,"91,99zł",Very Positive,391,"Early,Access,Puzzle,Logic,Programming,Automation,Simulation,Difficult,Retro,Electronic,Building,1990's,Education,Typing,1980s,Singleplayer,2D,Sandbox,Coding,Game,Development,Hacking"
Action Games/Motion Twin Franchise,"6 Aug, 2018",Motion Twin,Dead Cells,"win,mac,linux","89,99zł",Overwhelmingly Positive,142339,"Adventure,Action,Roguelike,Metroidvania,Pixel,Graphics,Roguelike,2D,Souls-like,Roguelite,Difficult,Replay,Value,Hack,and,Slash,Platformer,Singleplayer,Roguevania,Action,Dark,Fantasy,Atmospheric,Procedural,Generation,Funny,Indie"
Indie Games,"29 Jan, 2014",Panic Art Studios Ltd,Hero Siege,"win,linux","36,99zł",Mixed,33060,"Action,RPG,Hack,and,Slash,Pixel,Graphics,Action,Roguelike,RPG,Multiplayer,Co-op,Action,Indie,Adventure,Roguelike,2D,Top-Down,Local,Co-Op,Roguelite,Bullet,Hell,Fantasy,Difficult,Controller,Singleplayer"
Adventure Games/Akupara Games Franchise,"28 Mar, 2017",Videocult,Rain World,win,"114,99zł",Very Positive,33700,"Difficult,Atmospheric,Survival,Exploration,Indie,Pixel,Graphics,Platformer,2D,Post-apocalyptic,Open,World,Adventure,2D,Platformer,Cute,Survival,Horror,Metroidvania,Physics,Singleplayer,Simulation,Souls-like,Action"
RPG Games/DECK13 Interactive Franchise,"15 Oct, 2024",Just2D,Drova - Forsaken Kin,"win,mac,linux","89,99zł",Overwhelmingly Positive,6513,"RPG,Exploration,Action,RPG,2D,Character,Customization,Pixel,Graphics,CRPG,Open,World,Choices,Matter,Souls-like,Dark,Fantasy,Action,Story,Rich,Dynamic,Narration,Fantasy,Magic,Singleplayer,Mystery,Adventure,Atmospheric"
Casual Games,"27 Feb, 2020",Matthew Bridgeman,Retro,win,"17,99zł",5 user reviews,5,"Casual,Indie,Action,Retro,Minigames,Singleplayer,2D,Pixel,Graphics,Early,Access"
Adventure Games,"28 Jun, 2023",MINTROCKET,DAVE THE DIVER,"win,mac","91,99zł",Overwhelmingly Positive,115671,"Pixel,Graphics,Casual,Management,Adventure,Relaxing,Exploration,RPG,Fishing,Underwater,Simulation,Singleplayer,Farming,Sim,Roguelite,Story,Rich,2D,Crafting,Funny,Agriculture,Action,Indie"
RPG Games,"24 Feb, 2023",Square EnixACQUIRE Corp.,OCTOPATH TRAVELER II,win,"129,50zł",Very Positive,10657,"RPG,Turn-Based,JRPG,2.5D,Party-Based,RPG,Story,Rich,Open,World,Pixel,Graphics,Turn-Based,Combat,Choices,Matter,Cute,Strategy,Anime,Fantasy,Casual,Magic,Adventure,Atmospheric,Singleplayer,Emotional"
Adventure Games,"6 Feb, 2025",YCJY Games,Keep Driving,win,"63,00zł",Very Positive,2431,"Pixel,Graphics,Atmospheric,RPG,Adventure,Inventory,Management,Driving,Exploration,Indie,Multiple,Endings,Singleplayer,2D,Resource,Management,Open,World,Procedural,Generation,Party-Based,RPG,1990's,Simulation,Turn-Based,Tactics,Automobile,Sim,Character,Customization"
Action Games/Nicalis Franchise/The Binding of Isaac: Afterbirth/Downloadable Content,"3 Jan, 2017","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Afterbirth+,"win,mac,linux","183,96zł",Mixed,6569,"Indie,Action,Roguelike,Difficult,Replay,Value,Adventure,Action,Pixel,Graphics,Moddable,Roguelike,Singleplayer,Great,Soundtrack,2D,Dungeon,Crawler,Local,Co-Op,Dark,Gore,Roguelite,Atmospheric,Horror,Twin,Stick,Shooter"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"30 Oct, 2015","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Afterbirth,"win,mac,linux","39,99zł",Very Positive,7188,"Action,Roguelike,Replay,Value,Difficult,Indie,Great,Soundtrack,Dungeon,Crawler,Roguelike,Singleplayer,Action,Dark,Adventure,Roguelite,Pixel,Graphics,Gore,Survival,Co-op,2D,Atmospheric,Procedural,Generation,Horror"
"Indie Games/WhySoSerious,inc Franchise","21 Jan, 2022",WSS playgroundxemono,NEEDY STREAMER OVERLOAD,"win,mac","25,98zł",Very Positive,43630,"Psychological,Horror,Anime,Visual,Novel,Sexual,Content,Cute,Pixel,Graphics,Multiple,Endings,Psychological,2D,Dark,Humor,Story,Rich,Point,&,Click,Psychedelic,Choose,Your,Own,Adventure,Singleplayer,Colorful,Hentai,Adventure,Text-Based,Conversation"
Action Games/Marvel's Spider-Man Franchise,"30 Jan, 2025",Insomniac GamesNixxes Software,Marvel's Spider-Man 2,win,"259,00zł",Mostly Positive,13160,"Action,Superhero,Open,World,Singleplayer,Adventure,Action-Adventure,Third,Person,LGBTQ+,Story,Rich,Political,Comic,Book,Stealth,Great,Soundtrack,Politics,Atmospheric,Controller,Exploration,Beat,'em,up,Multiplayer,Combat"
RPG Games,"15 Sep, 2015",tobyfox,Undertale,"win,mac,linux","35,99zł",Overwhelmingly Positive,239677,"Great,Soundtrack,Story,Rich,Choices,Matter,Multiple,Endings,Pixel,Graphics,Funny,RPG,Singleplayer,Indie,2D,Comedy,Replay,Value,Bullet,Hell,Cute,Memes,Retro,Dark,Psychological,Horror,Dating,Sim,Horror"
Action Games,"20 Oct, 2022",poncle,Vampire Survivors,"win,mac","19,99zł",Overwhelmingly Positive,236806,"Action,Roguelike,Bullet,Hell,Pixel,Graphics,Roguelite,Vampire,2D,Indie,Singleplayer,Casual,Arcade,Action,Roguelike,RPG,Controller,Retro,Score,Attack,Dark,Fantasy,Local,Co-Op,Action,RPG,1980s"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"31 Mar, 2021","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Repentance,win,"39,99zł",Very Positive,12658,"Action,Adventure,RPG,Roguelike,Difficult,Replay,Value,Action,Roguelike,Gore,Pixel,Graphics,Indie,Multiplayer,Singleplayer,2D,Dungeon,Crawler,Roguelite,Great,Soundtrack,Dark,Procedural,Generation,Atmospheric,Horror"
Utilities,"28 Dec, 2018",THS,Lossless Scaling,win,"27,00zł",Very Positive,23066,"Utilities,Software,3D,Pixel,Graphics,2D,FPS,Sexual,Content"
Simulation Games,"2 Dec, 2021",Maxim Karpenko,WorldBox - God Simulator,"win,mac,linux","69,69zł",Overwhelmingly Positive,38090,"Sandbox,God,Game,Simulation,Pixel,Graphics,Colony,Sim,Life,Sim,Destruction,Building,Artificial,Intelligence,Fantasy,Political,Sim,Indie,Medieval,Relaxing,Management,Procedural,Generation,Politics,Idler,Mythology,Early,Access"
Indie Games,"16 May, 2011",Re-Logic,Terraria,"win,mac,linux","45,99zł",Overwhelmingly Positive,1116047,"Open,World,Survival,Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel,Graphics,Crafting,Building,Exploration,Co-op,Open,World,Online,Co-Op,Indie,Action,RPG,Singleplayer,Replay,Value,Platformer,Atmospheric"
Indie Games/Playstack Franchise,"20 Feb, 2024",LocalThunk,Balatro,"win,mac","64,99zł",Overwhelmingly Positive,118189,"Card,Game,Roguelike,Deckbuilder,Roguelike,Deckbuilding,Singleplayer,Strategy,Pixel,Graphics,Replay,Value,Roguelite,Turn-Based,Card,Battler,Casual,Choices,Matter,Difficult,2D,Turn-Based,Strategy,Relaxing,Indie,Arcade,Procedural,Generation"
Simulation Games/Frontier Developments Franchise,"5 Nov, 2019",Frontier Developments,Planet Zoo,win,"161,99zł",Very Positive,72391,"Management,Simulation,Building,Sandbox,Nature,City,Builder,Economy,Realistic,Singleplayer,Family,Friendly,Cute,Resource,Management,Strategy,Great,Soundtrack,Multiplayer,Relaxing,Open,World,Casual,Funny,Horses"
Action Games/KovaaK's/Downloadable Content,"26 Feb, 2024",KovaaK Games,KovaaK's Anime Pack,win,"17,99zł",Positive,34,"Action,Indie,Simulation"
Strategy Games/Firefly Studios Franchise,"7 Nov, 2023",FireFly Studios,Stronghold: Definitive Edition,win,"18,88zł",Very Positive,8074,"City,Builder,Strategy,Real,Time,Tactics,Medieval,Sandbox,Building,Colony,Sim,RTS,Economy,Base,Building,Tower,Defense,2D,Isometric,Historical,Simulation,Atmospheric,Resource,Management,Open,World,Funny,Multiplayer"
Casual Games,"15 Feb, 2022",Hot Chill,Anime Gas Station,win,"4,49zł",Mixed,28,"Casual,Puzzle,2D,Anime,FPS,Cute,Sexual,Content,Relaxing,Indie,Romance,Singleplayer,Linear"
RPG Games/ATLUS Franchise,"20 Oct, 2022",ATLUS,Persona 5 Royal,win,"103,60zł",Overwhelmingly Positive,67130,"JRPG,Story,Rich,Turn-Based,Combat,Great,Soundtrack,Anime,RPG,Singleplayer,Dating,Sim,Party-Based,RPG,Multiple,Endings,Turn-Based,Strategy,Emotional,Visual,Novel,Sexual,Content,Colorful,Adventure,Heist,Soundtrack,Detective,Violent"
Action Games/Seito Games Franchise,"15 Nov, 2020",Seito Games,Anime - Space Sniper,win,"3,59zł",Mostly Positive,25,"Action,Casual,Adventure,Nudity,Experimental,Sexual,Content,Indie,Strategy,Arcade,Anime,3D,3D,Platformer,Gore,Sports,Hentai,Shooter,Singleplayer,Futuristic,Space,Memes"
Indie Games,"15 Sep, 2020",SeedWall,Anime Wave Simulator,win,"7,19zł",Mixed,80,"Arena,Shooter,FPS,Exploration,Open,World,PvE,Shooter,First-Person,3D,Cute,Comic,Book,Action,Parody,Cartoony,Minimalist,Stylized,Loot,Anime,Atmospheric,Comedy,Artificial,Intelligence"
Adventure Games,"16 Feb, 2017",Expansive Worlds,theHunter: Call of the Wild™,win,"91,99zł",Very Positive,147675,"Hunting,Open,World,Multiplayer,Nature,Relaxing,Stealth,FPS,Sandbox,Survival,Simulation,Realistic,Online,Co-Op,First-Person,Co-op,America,Walking,Simulator,Immersive,Sim,Shooter,Sports,Controller"
Free To Play Games,"19 Apr, 2024",Sweet Momoka,Anime Girl Puzzles,win,Free To Play,Very Positive,85,"Casual,Hentai,Anime,Simulation,Female,Protagonist,Arcade,Board,Game,Puzzle,Tabletop,Immersive,Sim,2D,Cartoon,Colorful,Cute,Stylized,Top-Down,Romance,Singleplayer,Mature,Free,to,Play"
Simulation Games,"12 Nov, 2020",True Seria,Anime Studio Tycoon,win,"35,99zł",Mixed,29,"Strategy,Indie,Casual,Simulation,Anime,Management,Singleplayer,Economy,Sandbox,Difficult,Funny,Addictive,3D,Isometric"
Simulation Games/Kairosoft Franchise,"7 Aug, 2022","Kairosoft Co.,Ltd",Anime Studio Story,win,"32,99zł",Mostly Positive,61,"Casual,Simulation,Strategy,Pixel,Graphics,Cute,Management,Life,Sim,Anime,2D,Platformer,2D,1990's,Retro,Atmospheric,Singleplayer,Indie,Colony,Sim"
Simulation Games/Farming Simulator Franchise Franchise,"21 Nov, 2021",Giants Software,Farming Simulator 22,"win,mac","688,88zł",Very Positive,62447,"Simulation,Farming,Sim,Co-op,Multiplayer,Agriculture,Moddable,Management,Sandbox,3D,First-Person,Economy,Open,World,Online,Co-Op,Family,Friendly,Immersive,Sim,Character,Customization,Nature,Horses,Third,Person,America"
Indie Games,"4 Apr, 2019",CoolHappy-Game,Happy Anime Puzzle,win,"8,99zł",Mostly Positive,55,"Nudity,Indie,Sexual,Content,Adventure,Simulation,Strategy,Anime,RPG,Puzzle"
Early Access Games,"8 Nov, 2013",The Indie Stone,Project Zomboid,"win,mac,linux","91,99zł",Very Positive,282086,"Survival,Zombies,Open,World,Multiplayer,Open,World,Survival,Craft,Sandbox,Post-apocalyptic,Co-op,Crafting,Building,Indie,Simulation,RPG,Survival,Horror,Realistic,Isometric,Singleplayer,2D,Adventure,Early,Access"
Adventure Games,To be announced,PortingProGames,Anime Friends,win,None,,,"Adventure,Casual,Farming,Sim,Life,Sim,RPG,Relaxing,Simulation,Dating,Sim,Sandbox,Choose,Your,Own,Adventure,Cartoony,Cute,Stylized,Building,Crafting,Dragons,Family,Friendly,Character,Customization,Open,World,Story,Rich"
Simulation Games,Coming soon,Spicy Noodles,Anime Shop Simulator ✨,win,None,,,"Simulation,Anime,Massively,Multiplayer,Online,Co-Op,Casual,Management,Life,Sim,First-Person,Singleplayer,Relaxing,Immersive,Sim,Collectathon,Trading,Card,Game,Trading,Card,Game,3D,Shop,Keeper,Building,Economy"
Strategy Games/Hooded Horse Franchise,"26 Apr, 2024",Slavic Magic,Manor Lords,win,"149,99zł",Very Positive,59701,"Strategy,Simulation,RTS,War,City,Builder,Base,Building,Management,Building,Sandbox,Historical,Open,World,Singleplayer,Medieval,Grand,Strategy,Moddable,Real-Time,with,Pause,4X,Resource,Management,Early,Access,Economy"
Action Games,Q4 2025,Cringe Games Studio,Anime Slayer,win,None,,,"Action,Shooter,Atmospheric,Exploration,3D,Adventure,Anime,Cute,First-Person,Colorful,Comedy,Controller,Indie,Early,Access,Linear,6DOF,Singleplayer,Immersive,Sim"
Action Games,Coming soon,Radatomic Studios,Anime Squad,win,None,,,"Action,Casual,Shooter,FPS,First-Person,Survival,War,Anime,PvP,Multiplayer,Indie,Early,Access"
Indie Games,"21 Oct, 2021",Bandit Visual Games,Foul Play - Yuri Visual Novel,win,"50,99zł",Positive,21,"LGBTQ+,Visual,Novel,Female,Protagonist,Anime,Investigation,Story,Rich,Multiple,Endings,Dating,Sim,Choose,Your,Own,Adventure,Choices,Matter,Interactive,Fiction,Romance,Dark,Comedy,Dark,Humor,Drama,RPG,Emotional,Cute,Hand-drawn,Text-Based"
Simulation Games,"15 May, 2023",Witz Games,Crimson Song - Yuri Visual Novel,win,"8,99zł",Positive,40,"Simulation,Singleplayer,Anime,Female,Protagonist,Dark,Immersive,Visual,Novel,LGBTQ+"
Indie Games,"4 Mar, 2019",Eternal Night Studios,Winter's Empty Mask - Visual novel,"win,mac,linux","Visual Novel, Free",Positive,20,"Action,Indie,Casual,Gore,Visual,Novel,Violent,Romance,Anime,Mystery,Supernatural"
Web Publishing/Visual Novel Maker/Downloadable Content,"23 Feb, 2023",ayato sound create,Visual Novel Maker - atmosphere,"win,mac,linux","27,59zł",,,"Web,Publishing"
Adventure Games,"31 May, 2024",ForeverFuture Games,Breathless Winds - LGBT Visual Novel,"win,mac,linux","54,99zł",Positive,24,"Visual,Novel,LGBTQ+,Female,Protagonist,Romance,Hand-drawn,Adventure,Colorful,Pixel,Graphics,Dating,Sim,Stylized,Fantasy,Magic,Medieval,Multiple,Endings,Otome,Story,Rich,Singleplayer,Choose,Your,Own,Adventure,Anime,Text-Based"
Indie Games,"11 Aug, 2021",Feather,Cat’s Princess - visual novel / Otome,"win,mac,linux","17,99zł",Positive,12,"Visual,Novel,Female,Protagonist,Otome,Casual,Anime,Fantasy,Singleplayer,Indie,Great,Soundtrack,Cute,Multiple,Endings,Cats"
Adventure Games/Giiku Games Franchise,"24 Oct, 2019",Genuine,Detective Kobayashi - A Visual Novel,win,"59,99zł",Positive,18,"Detective,Crime,Mystery,Visual,Novel,Point,&,Click,Puzzle,Anime,Adventure,Indie,Casual,Singleplayer,2D,Investigation,Story,Rich,Text-Based,RPG,JRPG,Choices,Matter,Conversation,Multiple,Endings"
Casual Games,"21 Jul, 2024",Just River Games,Carpe Noctem - Yuri Visual Novel,win,Free,Positive,34,"Visual,Novel,LGBTQ+,Casual,Romance,Gothic,Vampire,Female,Protagonist,Story,Rich,Free,to,Play,2D,Singleplayer"
Game Development,"6 Apr, 2021",kirill live,Tuesday JS visual novel engine,"win,mac",Free To Play,Positive,24,"Game,Development,Design,&,Illustration,Web,Publishing,Point,&,Click,Visual,Novel,2D,Level,Editor"
Indie Games,"19 Nov, 2020",Eternal Night Studios,Ruby Heart [Visual Novel / Otome],"win,mac,linux",Free To Play,Positive,23,"Visual,Novel,Adventure,Story,Rich,Anime,Fantasy,Early,Access,Indie,Singleplayer,Otome"
Indie Games/Giiku Games Franchise,"14 Jan, 2020",Dim Sum One,Little One - A Visual Novel,win,"45,99zł",Mostly Positive,22,"Visual,Novel,Mystery,Anime,RPG,Indie,Casual,JRPG,2D,Adventure,Emotional,Cute,Multiple,Endings,Choices,Matter,Conversation,Inventory,Management,Narration,Story,Rich,Text-Based,Female,Protagonist,Singleplayer"
Indie Games,"25 Apr, 2018",HELYEES,Panzer Hearts - War Visual Novel,"win,mac,linux",Free To Play,Very Positive,117,"Indie,Visual,Novel,Casual,Adventure,World,War,II,Anime,Alternate,History,Historical,Dating,Sim,Tanks,Singleplayer,Free,to,Play"
Free To Play Games,"5 Apr, 2017",Dicesuki,Cinderella Phenomenon - Otome/Visual Novel,"win,mac,linux",Free To Play,Overwhelmingly Positive,4042,"Free,to,Play,Otome,Visual,Novel,Romance,Female,Protagonist,Anime,Choices,Matter,Story,Rich,Multiple,Endings,Dating,Sim,Indie,Fantasy,Simulation,Great,Soundtrack,Singleplayer,Cute,Casual,Sexual,Content,Adventure,Replay,Value"
Free To Play Games,"18 May, 2023",Star Town,J-Town: A Visual Novel,"win,mac",Free,Positive,29,"Casual,Visual,Novel,Education,Hand-drawn,Relaxing,2D,Conversation,Anime,Cartoon,Colorful,Story,Rich,Narration,RPG,Cute,Lore-Rich,Choices,Matter,Multiple,Endings,Text-Based,Simulation,Stylized"
Casual Games,"9 Dec, 2022",Witz Games,Magic Exposure – Yuri Visual Novel,win,"13,49zł",Positive,17,"Casual,Visual,Novel,Singleplayer,Anime,LGBTQ+,Fantasy,Female,Protagonist,Simulation,Magic"
Casual Games/Scuffed Development Franchise,"23 Jun, 2021",Chris ShanazScuffed Development,*NEW* SCUFFED EPIC VISUAL NOVEL,"win,mac",Free,Very Positive,63,"Casual,Memes,Choose,Your,Own,Adventure,2D,Cartoon,Multiple,Endings,Cartoony,Visual,Novel,Story,Rich,Adventure,Text-Based,Strategy,Singleplayer,Psychological,Horror,Pixel,Graphics,Free,to,Play,Beautiful"
Simulation Games,"30 Dec, 2016",Eternal Night Studios,Trick and Treat - Visual Novel,"win,mac,linux",Free To Play,Very Positive,3596,"Free,to,Play,Visual,Novel,Anime,Horror,Sexual,Content,Indie,Casual,Romance,Simulation,Singleplayer,Dating,Sim,Story,Rich,Psychological,Horror,Adventure,Multiple,Endings,Mystery,Cute,Choices,Matter,Atmospheric,2D"
Adventure Games/Synthetic Domain Franchise,2025,Synthetic Domain,The Bunker Notes - Horror/Drama Visual Novel,win,None,,,"Adventure,Visual,Novel,Psychological,Horror,Interactive,Fiction,Noir,Dystopian,Horror,Emotional,Psychological,Anime,Post-apocalyptic,Female,Protagonist,Atmospheric,Drama,Thriller,2D,Story,Rich,Text-Based,Mystery,Narration"
